,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Casual,Registered,All,seasons,day,weather,month,year
284,285,2011-10-12,4,0,10,0,3,Working Day,3,22.3,25.9,90.6,24.8,217,2199,2416,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",October,2011
285,286,2011-10-13,4,0,10,0,4,Working Day,2,24.2,27.6,89.7,14.2,290,2623,2913,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
286,287,2011-10-14,4,0,10,0,5,Working Day,2,22.6,26.5,71.6,22.4,529,3115,3644,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
287,288,2011-10-15,4,0,10,0,6,Not Working Day,1,20.8,24.9,48.3,25.8,1899,3318,5217,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
288,289,2011-10-16,4,0,10,0,0,Not Working Day,1,21.0,25.2,48.7,28.2,1748,3293,5041,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
289,290,2011-10-17,4,0,10,0,1,Working Day,1,21.9,25.5,58.0,17.5,713,3857,4570,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
290,291,2011-10-18,4,0,10,0,2,Working Day,2,21.8,26.1,70.2,11.0,637,4111,4748,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
291,292,2011-10-19,4,0,10,0,3,Working Day,3,22.2,25.7,89.5,24.3,254,2170,2424,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",October,2011
292,293,2011-10-20,4,0,10,0,4,Working Day,1,19.5,23.3,63.6,42.2,471,3724,4195,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
293,294,2011-10-21,4,0,10,0,5,Working Day,1,17.5,21.2,57.4,22.1,676,3628,4304,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
294,295,2011-10-22,4,0,10,0,6,Not Working Day,1,17.3,21.3,62.9,9.3,1499,2809,4308,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
295,296,2011-10-23,4,0,10,0,0,Not Working Day,1,17.3,21.1,74.1,10.0,1619,2762,4381,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
296,297,2011-10-24,4,0,10,0,1,Working Day,1,19.0,22.9,77.2,11.9,699,3488,4187,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
297,298,2011-10-25,4,0,10,0,2,Working Day,1,19.3,23.2,62.3,16.7,695,3992,4687,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
298,299,2011-10-26,4,0,10,0,3,Working Day,2,19.9,23.6,72.0,14.9,404,3490,3894,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
299,300,2011-10-27,4,0,10,0,4,Working Day,2,19.3,22.9,81.3,19.8,240,2419,2659,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
300,301,2011-10-28,4,0,10,0,5,Working Day,2,13.6,15.9,58.6,22.9,456,3291,3747,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
301,302,2011-10-29,4,0,10,0,6,Not Working Day,3,10.4,11.4,88.2,35.1,57,570,627,Winter,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",October,2011
302,303,2011-10-30,4,0,10,0,0,Not Working Day,1,13.1,16.1,62.4,17.7,885,2446,3331,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
303,304,2011-10-31,4,0,10,0,1,Working Day,1,13.9,17.8,70.3,10.6,362,3307,3669,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
304,305,2011-11-01,4,0,11,0,2,Working Day,1,16.4,19.9,68.4,13.6,410,3658,4068,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
305,306,2011-11-02,4,0,11,0,3,Working Day,1,15.5,19.5,71.9,8.2,370,3816,4186,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
306,307,2011-11-03,4,0,11,0,4,Working Day,1,16.7,20.3,70.2,13.7,318,3656,3974,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
307,308,2011-11-04,4,0,11,0,5,Working Day,2,16.5,20.2,62.3,27.2,470,3576,4046,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
308,309,2011-11-05,4,0,11,0,6,Not Working Day,1,13.4,16.2,51.9,18.9,1156,2770,3926,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
309,310,2011-11-06,4,0,11,0,0,Not Working Day,1,14.3,18.1,73.5,9.2,952,2697,3649,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
310,311,2011-11-07,4,0,11,0,1,Working Day,1,16.2,20.0,75.9,5.7,373,3662,4035,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
311,312,2011-11-08,4,0,11,0,2,Working Day,1,16.7,20.6,72.2,6.9,376,3829,4205,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
312,313,2011-11-09,4,0,11,0,3,Working Day,1,16.4,20.5,75.8,6.2,305,3804,4109,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
313,314,2011-11-10,4,0,11,0,4,Working Day,2,15.6,18.7,81.3,18.9,190,2743,2933,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
314,315,2011-11-11,4,0,11,1,5,Not Working Day,1,13.3,15.3,44.6,31.5,440,2928,3368,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
315,316,2011-11-12,4,0,11,0,6,Not Working Day,1,14.6,17.9,55.3,21.2,1275,2792,4067,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
316,317,2011-11-13,4,0,11,0,0,Not Working Day,1,18.1,21.5,45.8,28.2,1004,2713,3717,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
317,318,2011-11-14,4,0,11,0,1,Working Day,1,21.7,26.2,58.7,30.7,595,3891,4486,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
318,319,2011-11-15,4,0,11,0,2,Working Day,2,21.7,25.4,68.9,20.0,449,3746,4195,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
319,320,2011-11-16,4,0,11,0,3,Working Day,3,18.7,22.6,93.0,13.7,145,1672,1817,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",November,2011
320,321,2011-11-17,4,0,11,0,4,Working Day,2,14.0,16.2,57.6,30.5,139,2914,3053,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
321,322,2011-11-18,4,0,11,0,5,Working Day,1,11.2,13.6,41.0,16.9,245,3147,3392,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
322,323,2011-11-19,4,0,11,0,6,Not Working Day,1,13.5,16.2,50.2,22.4,943,2720,3663,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
323,324,2011-11-20,4,0,11,0,0,Not Working Day,2,19.0,22.9,68.5,18.6,787,2733,3520,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
324,325,2011-11-21,4,0,11,0,1,Working Day,3,18.3,22.3,91.0,13.8,220,2545,2765,Winter,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",November,2011
325,326,2011-11-22,4,0,11,0,2,Working Day,3,17.1,21.1,96.2,11.9,69,1538,1607,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",November,2011
326,327,2011-11-23,4,0,11,0,3,Working Day,2,18.1,21.5,75.8,33.6,112,2454,2566,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
327,328,2011-11-24,4,0,11,1,4,Not Working Day,1,15.3,18.6,54.9,16.7,560,935,1495,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
328,329,2011-11-25,4,0,11,0,5,Working Day,1,15.4,19.0,64.4,9.9,1095,1697,2792,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
329,330,2011-11-26,4,0,11,0,6,Not Working Day,1,15.4,19.3,68.2,6.8,1249,1819,3068,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
330,331,2011-11-27,4,0,11,0,0,Not Working Day,1,18.8,22.8,69.8,20.9,810,2261,3071,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
331,332,2011-11-28,4,0,11,0,1,Working Day,1,20.6,24.5,74.3,14.2,253,3614,3867,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
332,333,2011-11-29,4,0,11,0,2,Working Day,2,18.8,22.6,83.1,25.8,96,2818,2914,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",November,2011
333,334,2011-11-30,4,0,11,0,3,Working Day,1,13.3,15.6,61.3,27.1,188,3425,3613,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",November,2011
334,335,2011-12-01,4,0,12,0,4,Working Day,1,12.8,15.3,52.5,22.0,182,3545,3727,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
335,336,2011-12-02,4,0,12,0,5,Working Day,1,12.9,16.6,62.6,10.1,268,3672,3940,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
336,337,2011-12-03,4,0,12,0,6,Not Working Day,1,12.3,15.5,61.3,9.6,706,2908,3614,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
337,338,2011-12-04,4,0,12,0,0,Not Working Day,1,13.6,17.5,77.6,8.4,634,2851,3485,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
338,339,2011-12-05,4,0,12,0,1,Working Day,2,15.8,19.7,82.7,6.2,233,3578,3811,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
339,340,2011-12-06,4,0,12,0,2,Working Day,3,19.0,22.8,95.0,23.3,126,2468,2594,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",December,2011
340,341,2011-12-07,4,0,12,0,3,Working Day,3,16.8,20.0,97.0,26.6,50,655,705,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",December,2011
341,342,2011-12-08,4,0,12,0,4,Working Day,1,10.9,12.8,58.0,24.0,150,3172,3322,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
342,343,2011-12-09,4,0,12,0,5,Working Day,1,11.9,15.9,69.6,8.3,261,3359,3620,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
343,344,2011-12-10,4,0,12,0,6,Not Working Day,1,11.3,13.3,50.7,23.3,502,2688,3190,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
344,345,2011-12-11,4,0,12,0,0,Not Working Day,1,9.1,12.7,49.0,6.7,377,2366,2743,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
345,346,2011-12-12,4,0,12,0,1,Working Day,1,9.8,13.5,67.1,6.3,143,3167,3310,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
346,347,2011-12-13,4,0,12,0,2,Working Day,1,11.6,15.1,59.0,14.1,155,3368,3523,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
347,348,2011-12-14,4,0,12,0,3,Working Day,2,13.0,16.9,66.4,6.1,178,3562,3740,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
348,349,2011-12-15,4,0,12,0,4,Working Day,2,17.3,20.6,63.4,26.8,181,3528,3709,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
349,350,2011-12-16,4,0,12,0,5,Working Day,2,15.4,18.0,50.0,26.1,178,3399,3577,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
350,351,2011-12-17,4,0,12,0,6,Not Working Day,2,10.6,12.5,56.1,24.3,275,2464,2739,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
351,352,2011-12-18,4,0,12,0,0,Not Working Day,1,9.8,12.3,58.6,17.0,220,2211,2431,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
352,353,2011-12-19,4,0,12,0,1,Working Day,1,11.3,14.0,63.7,17.3,260,3143,3403,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
353,354,2011-12-20,4,0,12,0,2,Working Day,2,15.8,19.8,59.5,6.2,216,3534,3750,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
354,355,2011-12-21,1,0,12,0,3,Working Day,2,17.6,21.4,85.8,22.1,107,2553,2660,Springer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
355,356,2011-12-22,1,0,12,0,4,Working Day,2,17.4,21.3,75.8,4.7,227,2841,3068,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
356,357,2011-12-23,1,0,12,0,5,Working Day,1,15.3,18.9,68.6,27.4,163,2046,2209,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
357,358,2011-12-24,1,0,12,0,6,Not Working Day,1,12.4,15.0,54.2,19.0,155,856,1011,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
358,359,2011-12-25,1,0,12,0,0,Not Working Day,1,11.3,14.0,68.1,15.5,303,451,754,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
359,360,2011-12-26,1,0,12,1,1,Not Working Day,1,13.2,15.8,50.7,23.9,430,887,1317,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
360,361,2011-12-27,1,0,12,0,2,Working Day,2,13.3,16.4,76.2,18.8,103,1059,1162,Springer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2011
361,362,2011-12-28,1,0,12,0,3,Working Day,1,12.3,14.0,50.4,29.4,255,2047,2302,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
362,363,2011-12-29,1,0,12,0,4,Working Day,1,10.2,13.2,57.4,11.9,254,2169,2423,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
363,364,2011-12-30,1,0,12,0,5,Working Day,1,12.8,15.9,63.7,13.4,491,2508,2999,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
364,365,2011-12-31,1,0,12,0,6,Not Working Day,1,16.8,20.7,61.6,22.0,665,1820,2485,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2011
365,366,2012-01-01,1,1,1,0,0,Not Working Day,1,15.2,18.8,69.2,19.2,686,1608,2294,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
366,367,2012-01-02,1,1,1,1,1,Not Working Day,1,11.2,12.6,38.1,33.0,244,1707,1951,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
367,368,2012-01-03,1,1,1,0,2,Working Day,1,6.1,6.3,44.1,36.6,89,2147,2236,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
368,369,2012-01-04,1,1,1,0,3,Working Day,2,4.4,6.0,41.5,18.5,95,2273,2368,Springer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
369,370,2012-01-05,1,1,1,0,4,Working Day,1,10.9,13.9,52.4,13.0,140,3132,3272,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
370,371,2012-01-06,1,1,1,0,5,Working Day,1,13.7,17.0,54.2,16.8,307,3791,4098,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
371,372,2012-01-07,1,1,1,0,6,Not Working Day,1,16.1,19.5,53.2,17.5,1070,3451,4521,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
372,373,2012-01-08,1,1,1,0,0,Not Working Day,1,13.8,17.0,46.5,19.2,599,2826,3425,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
373,374,2012-01-09,1,1,1,0,1,Working Day,2,9.2,12.4,70.2,9.9,106,2270,2376,Springer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
374,375,2012-01-10,1,1,1,0,2,Working Day,1,12.7,15.9,64.7,18.8,173,3425,3598,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
375,376,2012-01-11,1,1,1,0,3,Working Day,2,11.2,14.1,84.8,13.1,92,2085,2177,Springer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
376,377,2012-01-12,1,1,1,0,4,Working Day,2,15.7,19.1,80.3,18.1,269,3828,4097,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
377,378,2012-01-13,1,1,1,0,5,Working Day,1,11.2,12.5,50.7,37.8,174,3040,3214,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
378,379,2012-01-14,1,1,1,0,6,Not Working Day,1,7.4,9.2,45.8,18.7,333,2160,2493,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
379,380,2012-01-15,1,1,1,0,0,Not Working Day,1,6.8,8.1,41.9,25.1,284,2027,2311,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
380,381,2012-01-16,1,1,1,1,1,Not Working Day,1,7.8,9.5,52.2,23.1,217,2081,2298,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
381,382,2012-01-17,1,1,1,0,2,Working Day,2,15.3,18.2,71.6,34.9,127,2808,2935,Springer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
382,383,2012-01-18,1,1,1,0,3,Working Day,1,12.4,13.8,44.3,41.5,109,3267,3376,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
383,384,2012-01-19,1,1,1,0,4,Working Day,1,7.8,9.5,49.8,22.0,130,3162,3292,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
384,385,2012-01-20,1,1,1,0,5,Working Day,2,8.9,11.0,45.0,20.3,115,3048,3163,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
385,386,2012-01-21,1,1,1,0,6,Not Working Day,2,7.1,8.7,83.1,22.3,67,1234,1301,Springer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
386,387,2012-01-22,1,1,1,0,0,Not Working Day,2,6.7,8.1,79.6,20.0,196,1781,1977,Springer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
387,388,2012-01-23,1,1,1,0,1,Working Day,2,9.0,12.2,91.1,11.1,145,2287,2432,Springer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
388,389,2012-01-24,1,1,1,0,2,Working Day,1,14.0,17.5,83.6,12.4,439,3900,4339,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
389,390,2012-01-25,1,1,1,0,3,Working Day,1,12.1,14.7,64.4,16.1,467,3803,4270,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
390,391,2012-01-26,1,1,1,0,4,Working Day,2,14.0,17.8,77.0,7.3,244,3831,4075,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
391,392,2012-01-27,1,1,1,0,5,Working Day,2,17.4,20.8,74.1,34.3,269,3187,3456,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",January,2012
392,393,2012-01-28,1,1,1,0,6,Not Working Day,1,12.9,16.3,54.3,21.1,775,3248,4023,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
393,394,2012-01-29,1,1,1,0,0,Not Working Day,1,11.6,13.6,31.1,24.0,558,2685,3243,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
394,395,2012-01-30,1,1,1,0,1,Working Day,1,11.0,13.1,40.1,21.6,126,3498,3624,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
395,396,2012-01-31,1,1,1,0,2,Working Day,1,16.0,19.1,41.7,26.2,324,4185,4509,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",January,2012
396,397,2012-02-01,1,1,2,0,3,Working Day,1,19.2,23.3,50.8,18.9,304,4275,4579,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
397,398,2012-02-02,1,1,2,0,4,Working Day,2,16.4,19.9,67.3,18.7,190,3571,3761,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
398,399,2012-02-03,1,1,2,0,5,Working Day,1,12.8,15.5,52.7,17.8,310,3841,4151,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
399,400,2012-02-04,1,1,2,0,6,Not Working Day,2,10.8,13.6,78.0,12.2,384,2448,2832,Springer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
400,401,2012-02-05,1,1,2,0,0,Not Working Day,2,10.9,13.2,68.8,17.6,318,2629,2947,Springer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
401,402,2012-02-06,1,1,2,0,1,Working Day,1,11.6,14.8,62.2,15.4,206,3578,3784,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
402,403,2012-02-07,1,1,2,0,2,Working Day,1,14.5,18.1,49.6,14.7,199,4176,4375,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
403,404,2012-02-08,1,1,2,0,3,Working Day,2,10.5,13.3,72.3,13.4,109,2693,2802,Springer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
404,405,2012-02-09,1,1,2,0,4,Working Day,1,10.9,13.1,56.2,19.4,163,3667,3830,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
405,406,2012-02-10,1,1,2,0,5,Working Day,2,11.5,14.7,54.0,11.7,227,3604,3831,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
406,407,2012-02-11,1,1,2,0,6,Not Working Day,3,9.2,10.5,73.1,29.0,192,1977,2169,Springer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",February,2012
407,408,2012-02-12,1,1,2,0,0,Not Working Day,1,5.2,5.1,46.5,40.9,73,1456,1529,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
408,409,2012-02-13,1,1,2,0,1,Working Day,1,9.1,11.4,41.1,16.7,94,3328,3422,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
409,410,2012-02-14,1,1,2,0,2,Working Day,2,13.1,16.7,50.9,14.1,135,3787,3922,Springer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
410,411,2012-02-15,1,1,2,0,3,Working Day,1,14.3,17.6,53.1,18.2,141,4028,4169,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
411,412,2012-02-16,1,1,2,0,4,Working Day,2,13.0,16.5,75.3,9.1,74,2931,3005,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
412,413,2012-02-17,1,1,2,0,5,Working Day,1,14.1,17.6,63.5,20.6,349,3805,4154,Springer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
413,414,2012-02-18,1,1,2,0,6,Not Working Day,1,14.2,17.8,53.5,19.1,1435,2883,4318,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
414,415,2012-02-19,1,1,2,0,0,Not Working Day,2,11.5,13.3,51.6,25.3,618,2071,2689,Springer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
415,416,2012-02-20,1,1,2,1,1,Not Working Day,1,11.5,13.7,50.8,22.9,502,2627,3129,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
416,417,2012-02-21,1,1,2,0,2,Working Day,1,11.8,14.8,59.4,20.6,163,3614,3777,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
417,418,2012-02-22,1,1,2,0,3,Working Day,1,16.2,19.6,56.8,23.4,394,4379,4773,Springer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
418,419,2012-02-23,1,1,2,0,4,Working Day,1,18.6,22.2,55.5,19.1,516,4546,5062,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
419,420,2012-02-24,1,1,2,0,5,Working Day,2,16.7,20.5,73.8,23.8,246,3241,3487,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
420,421,2012-02-25,1,1,2,0,6,Not Working Day,1,11.9,12.8,39.6,42.2,317,2415,2732,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
421,422,2012-02-26,1,1,2,0,0,Not Working Day,1,11.4,13.4,41.0,20.5,515,2874,3389,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
422,423,2012-02-27,1,1,2,0,1,Working Day,1,15.0,17.9,49.1,26.8,253,4069,4322,Springer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
423,424,2012-02-28,1,1,2,0,2,Working Day,1,14.7,17.7,39.6,19.3,229,4134,4363,Springer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",February,2012
424,425,2012-02-29,1,1,2,0,3,Working Day,2,14.1,17.4,80.5,17.9,65,1769,1834,Springer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",February,2012
425,426,2012-03-01,1,1,3,0,4,Working Day,1,19.9,23.8,61.5,22.7,325,4665,4990,Springer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",March,2012
